Agent Name,Trading Name,Area,Province
Noor,MOFFATT OPTICAL,PIETERMARITZBURG,KWAZULU-NATAL
Noor,MULAUDZI OPTOMETRIST,GREYTOWN,KWAZULU-NATAL
Noor,SARDIWALLA OPTOMETRISTS,LADYSMITH,KWAZULU-NATAL
Noor,C NAIDOO OPTOMETRISTS,PIETERMARITZBURG,KWAZULU-NATAL
Noor,BALMOT OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,HAJRA PARUK OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,A.M. OPTICAL,DURBAN,KWAZULU-NATAL
Noor,MOFFATT OPTICAL HILLCREST,HILLCREST,KWAZULU-NATAL
Noor,MSY MAYAT OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,OPTIC EXCLUSIVE,DURBAN,KWAZULU-NATAL
Noor,L SUBRAMONEY OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,MKHONTO L OPTOMETRIST,PONGOLA,KWAZULU-NATAL
Noor,N. N. BHAGWANDAS OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,EYEDEAL OPTICAL,VERULAM,KWAZULU-NATAL
Noor,ASMAL OPTOMETRIST,LADYSMITH,KWAZULU-NATAL
Noor,FAIZAL MOHAMMED OPTOMETRISTS,NEWCASTLE,KWAZULU-NATAL
Noor,DURBAN NORTH OPTOMETRISTS INCORPORATED,MOUNT EDGECOMBE,KWAZULU-NATAL
Noor,SARDIWWALLA OPTOMETRIST - HOWICK,HOWICK,KWAZULU-NATAL
Noor,F MOTALA OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,L. SUBRAMONEY OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,WESTVILLE EYECARE OPTOMETRIST,WESTVILLE,KWAZULU-NATAL
Noor,LIFESTYLE OPTICAL,PHOENIX,KWAZULU-NATAL
Noor,SIGNATURE EYECARE ,PHOENIX,KWAZULU-NATAL
Noor,N DEONATH OPTOMETRIST,TONGAAT,KWAZULU-NATAL
Noor,SUPERSPECS OPTOMETRIST,NEWCASTLE,KWAZULU-NATAL
Noor,GM VAHED OPTOMETRIST,TONGAAT,KWAZULU-NATAL
Noor,NTSHANGASE EYE CARE,ULUNDI,KWAZULU-NATAL
Noor,YUSUF M SEEDAT OPTICAL,ISPINGO RAIL,KWAZULU-NATAL
Noor,THE EYE GALLERY - DURBAN,DURBAN,KWAZULU-NATAL
Noor,OPTIFOCUS OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,OPTITEK OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,OSMANS OPTICAL PIETERMARITZBURG,PIETERMARITZBURG,KWAZULU-NATAL
Noor,PAUL RAMKISSOON OPTOMETRIST,NEWCASTLE,KWAZULU-NATAL
Noor,PLOWS OPTOMETRIST,ESTCOURT,KWAZULU-NATAL
Noor,RAHM & FRIDERICHS,DURBAN,KWAZULU-NATAL
Noor,RAMDEV OPTOMETRIST,UMZINTO,KWAZULU-NATAL
Noor,RAUFF OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,RAVENDREE PATHER OPTOMETRIST (PTY) LTD,PHOENIX,KWAZULU-NATAL
Noor,KIJK OPTOMETRISTS,BALLITO,KWAZULU-NATAL
Noor,ADAM OPTICAL,DURBAN,KWAZULU-NATAL
Noor,SAULSBURRY OPTICAL,DURBAN,KWAZULU-NATAL
Noor,SE MKHWANAZI OPTOMETRIST,EMPANGENI,KWAZULU-NATAL
Noor,SHANNON DRIVE OPTOMETRIST,RESERVOIR HILLS,KWAZULU-NATAL
Noor,SOS OPTOMETRISTS,UMHLANGA,KWAZULU-NATAL
Noor,SP MAJOLA EYECARE,NONGOMA,KWAZULU-NATAL
Noor,SUNSHINE OPTICAL,ESTCOURT,KWAZULU-NATAL
Noor,SUNSTOPPERS,DURBAN,KWAZULU-NATAL
Noor,VISION WORKS  OPTOMETRISTS - UMHLANGA,UMHLANGA,KWAZULU-NATAL
Noor,V.C BUDHIA OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,GOGAS I CARE OPTICAL,NEWCASTLE,KWAZULU-NATAL
Noor,VINAY N. DOOKHI,CHARTSWORTH,KWAZULU-NATAL
Noor,VISION WORKS WESTOWN,SHONGWENI,KWAZULU-NATAL
Noor,VISION WORKS BALLITO,BALLITO,KWAZULU-NATAL
Noor,WINDERMERE OPTOMETRISTS,DURBAN,KWAZULU-NATAL
Noor,GERARD PRINSLOO OPTOMETRIST,RICHARDS BAY,KWAZULU-NATAL
Noor,K VISION OPTOMETRISTS,PONGOLA,KWAZULU-NATAL
Noor,YUSUF SEEDAT OPTOMETRIST,PIETERMARITZBURG,KWAZULU-NATAL
Noor,Z ABDOOL KADER OPTOMETRIST,DURBAN,KWAZULU-NATAL
Noor,ZA KHAN OPTOM,DURBAN,KWAZULU-NATAL
Noor,ZWIDE OPTICARE,TUGELA FERRY,KWAZULU-NATAL
,,,
,,,
,,,
